id,country,description,Fruity Favour,Spicy Favour,Earthy Favour,Floral Favour,Oaky Favour,Nutty Favour,Herbal Favour,Mineral Favour,Sweet Favour,Body (Weight/Texture),Acidity,Sweetness Level,Alcohol Level (Perception),Ageability,Food Pairing / Occasions,Tannins,Region/Terroir,Color,Finish,Aging Method,Climate Characteristics,Intensity/Aroma,Style,Unique/Standout Notes
50031,US,"Classic Lodi Cab, from a vintage that wasn't too hot or too cool. The wine is soft and lush, with milk chocolate and cassis flavors and the vanillins and sweet char of oak. Easy and delicious, it's a wine to drink now.",,,,,oak,,,,,medium-bodied,,,,ready to drink,casual,smooth,,,smooth,oak barrel,warm climate,pronounced,modern,
17364,US,"This late-disgorged wine has been released at the age of 11 years. It's a beautiful wine, notable especially for the ultrafine feeling of the mousse, or bubbles. So refined and silky. Rich too are the flavors, in limes, strawberries, toasty lees and minerals. A spectacular sparkling wine that has many years of development ahead.",berry,,,,toast,,,chalk,,silky,,,,long-term aging potential,celebration,,mineral,,long,,,pronounced,traditional,
74432,US,"Lots of zesty acidity in this Pinot Noir, giving the pomegranate, rhubarb, red cherry and licorice flavors a bright edge. The wine is very dry and complexly layered. Interesting now, if a bit primary in fruit, and balanced enough to develop additional nuances over the next six years.",berry,,,,,,,,,,zesty,dry,,needs aging,,,,,,,cool climate,pronounced,,zesty
16884,US,"Butterscotch and pineapple and peach jam flavors mark this Chardonnay. Fortunately, it's balanced with crisp acidity and a certain minerality. It's an obvious crowd pleaser, and would score higher except for the seemingly sweet finish.",tropical fruit,,,,,,,chalk,caramel,medium-bodied,high acidity,off-dry,,ready to drink,casual,,mineral,golden,,oak barrel,warm climate,pronounced,modern,
43557,Italy,"Fresh berries, young spice and raw notes of blueberry and raspberry color this bright blend of Montepulciano and Sangiovese from Central Italy. The wine is sharp and immediate in terms of the delivery of its easy tannins and bright, acidic finish.",berry,,,,,,,,,medium-bodied,high acidity,,,ready to drink,,low tannins,,ruby,crisp,,cool climate,pronounced,modern,zesty
91586,US,"Made from Tempranillo, this is a really pleasant rosé that shows a balance rare in California. Totally dry, crisp and relatively low in alcohol, the wine manages to be long and deep in creamy, spicy cherry, raspberry and vanilla bean flavors. Great job.",berry,cinnamon,,,vanilla,,,,,light-bodied,crisp,dry,light,ready to drink,,,,,long,,warm climate,pronounced,modern,
62250,US,"Pungent of baked plum and baking spice, this Shenandoah Barbera is soft and rustic, yet refined, with a jolt of mocha espresso on the finish. The expert acidity enveloping this wine should pair with Mediterrean-themed food.",plum,cinnamon,,,,,,,,medium-bodied,high acidity,,,ready to drink,dinner,,,,long,oak barrel,,pronounced,modern,
8235,US,"Big, bold and concentrated, this full-bodied wine was given the complete new-barrel, lees-stirring treatment. It has a deep gold color, with ripe pear and buttered toast aromas that transition to waves of pear and apple on the palate and lingering finish.",apple,,,,toast,,,,,full-bodied,,,high,needs aging,,,,golden,long,oak barrel,,intense,modern,
89202,US,"If you like 'em big and oaky, then this one's for you. Aromas and flavors of wood-grilled peaches, roasted red apples, buttery toast and rich nuttiness all generously abound. The mouth is full and slightly fat, with moderate acidity and a medium-length, smoky finish.",peach,,,,oak,hazelnut,,,,full-bodied,medium acidity,,,ready to drink,barbecue,,,,medium,oak barrel,,intense,modern,smoky
36063,US,"A mix of vineyards and AVAs go into this blended Syrah, which is co-fermented with 6% Viognier. The Viognier is definitely present, and the wine has a top end of grapefruit and citrus, adding scent, flavor and acid. It's full, forward, acidic and a little hot, and delivers plenty of flavor up front. What's not quite there is the layering of flavors that some of the other Walter Dacon Syrahs express.",citrus,,,,,,,,,full-bodied,high acidity,dry,,,,,,,,,warm climate,pronounced,modern,zesty
18116,France,"A finely structured wine, its tannin fitting well into the rich texture, with berry fruits, dark plums and bitter coffee adding an extra dimension.",plum,,,,,,,,,full-bodied,,,,needs aging,,high tannins,,,,,,intense,modern,
93776,US,"The aromas that greet you from the glass bring flowers, cherries, hints of cured meat and more. The wine is already drinking nicely, with an elegant mix of pie cherries and fruit pastry flavors.",berry,,,,,,,,,,,,,ready to drink,cheese pairing,,,,,,cool climate,pronounced,,perfumed
75448,US,"This is the winery's flagship red; in this vintage it's 64% Cabernet Sauvignon, 22% Merlot and 14% Syrah. Sturdy and structured to age, the Syrah component pops in the pepper and spice, while the Cab and Merlot give it muscle and verve. Youthful, lovely floral notes and pure, pretty berry fruits shine in this ripe but graceful wine with sweet fruit, a pleasing midpalate and a clean and textural finish.",berry,pepper,,violet,,,,,,full-bodied,,,,needs aging,,high tannins,,,long,,,pronounced,modern,perfumed
74507,US,"Nice and smooth, this Merlot is for early drinking. It's as plump as can be in cherries, cocoa, cola and tobacco, with soft acids and even softer tannins.",berry,,,,,,,,,medium-bodied,low acidity,,,ready to drink,casual,low tannins,,,smooth,,,pronounced,modern,
26424,US,"For the price, you get a Cabernet that shows some pretty good Napa character. It's ripe and forward with black currants with tough tannins and a hit of sweet oak. Lots going on, and could even age for a few years. If you drink it now, give it a couple hours of airing.",berry,,,,oak,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,,oak barrel,warm climate,pronounced,modern,
26735,Italy,"A food-friendly blend of Sangiovese, Syrah, Cabernet Sauvignon and Cabernet Franc that shows easy but rich and intense fruit flavors of cherry and blackberry, plus a subtle spice note.",berry,,,,,,,,,medium-bodied,,,,ready to drink,dinner,,,,,,,intense,,
32321,France,"This is a firm and stony wine, with dry tannins that give structure to the intense acidity and the red cherry flavor. It's dense and concentrated, with a solid feel that demands several years of aging.",,,soil,,,,,flint,,full-bodied,high acidity,dry,,needs aging,,high tannins,mineral,,,,cool climate,intense,,
73311,Spain,"Candied fruit and punch bowl aromas are not what you'd call sophisticated, and the mouth pretty much follows suit with tart, rubbery raspberry fruit that comes on a bit hot and raw. Tough but with full flavor; sort of like chewing on a plum skin.",plum,,,,,,,,,full-bodied,high acidity,dry,,needs aging,,chewy,,,,,warm climate,intense,modern,
2694,Italy,"Aromas of black cherry, licorice, leather, violet and a whiff of tobacco open this wine. The palate is still a bit closed but delivers black raspberry, wild cherry, anisette and a note of black pepper alongside big, brooding tannins that need time to come around. Drink 2017–2024.",berry,pepper,leather,violet,,,,,,full-bodied,,,,needs aging,,high tannins,,,,,,pronounced,,
54930,US,"Fresh, full bodied and juicy, this has flavors of dusty, dark plum and chocolate. It was aged in both French and American oak, which has added a background note of tobacco and vanilla on the palate, particularly on the finish.",plum,,,,oak,,,,,full-bodied,,,,,,,,,long,oak barrel,,intense,modern,smoky
62971,Italy,"Il Puro is a simple but genuine expression of Merlot with soft cherry nuances backed by light shadings of spice and mineral. The texture is smooth and silky, and although this is a very simple wine, it does deliver easy drinking pleasure.",berry,,,,,,,,,silky,,,,ready to drink,casual,smooth,mineral,,,,,subtle,modern,
7340,US,"Soft and rich with pineapple, lemon candy and oak flavors, this simple Chardonnay has the benefit of acidity for balance. It's a nice, basic Chard at an everyday price.",tropical fruit,,,,oak,,,,,medium-bodied,high acidity,dry,,ready to drink,casual,,,golden,,oak barrel,,pronounced,modern,
2339,US,"Light ruby in color, this offers fresh raspberry and red cherry aromas, slightly softer flavors of ripe plum and a smooth texture. It is medium bodied and easy to enjoy.",berry,,,,,,,,,medium-bodied,,,medium,ready to drink,casual,smooth,,ruby,,,,subtle,,
60147,Italy,"Lasagna, meat-filled ravioli or mushroom risotto would make good pairing partners to this mild and crisp red. It offers notes of red berry, almond and cola.",berry,,,,,almond,,,,medium-bodied,medium acidity,,,ready to drink,dinner,low tannins,,,,,,subtle,,
70475,Italy,"Banfi presents an easy, no-fuss Chianti Classico that showcases Sangiovese typicity and personality. This is a profoundly food-friendly wine with built-in natural acidity that pairs it with butter or cream-based pasta dishes.",,,,,,,,,,medium-bodied,high acidity,,,ready to drink,dinner,,,,,,,,traditional,zesty
17583,US,"Notable for its firm minerality and acidity and distinguished mouthfeel. Could be a little richer, but offers intricate raspberry, sour cherry candy, blueberry, cola and sandalwood flavors. Might blossom over the next few years. Drink now–2013.",berry,,,,,,,,,medium-bodied,high acidity,,,needs aging,,,mineral,,,,cool climate,pronounced,,
33833,US,"As with its Momtazi vineyard bottling, Boedecker Cellars produced just two barrels of this Cherry Grove designate. It's a fragrant and focused effort, scented with rose petals and cherry candy, and carrying a spicy cinnamon streak into a textural, cola-laced finish.",berry,cinnamon,,rose,,,,,,,,,,,,,,,long,,,pronounced,,perfumed
3112,US,"Given the diverse clonal make-up of the vines that go in to this Pinot, the aromas are somewhat muted and shy. Earthy, spicy fruit flavors are characterized by baked red raspberry and strawberry notes, with the wine taking on a denseness on the palate and finish.",berry,,forest floor,,,,,,,medium-bodied,,,,,,,,,medium,,,muted,,
29953,US,"This pleasing blend yields a spicy, fruity wine with sweet strawberry and cherry candy flavors. Though two thirds new oak was used, it is not prominent. Smooth and accessible, this delicious wine is accented with aromas of sweet straw.",berry,pepper,,,,,,,,medium-bodied,,sweet,,ready to drink,casual,smooth,,,smooth,oak barrel,,subtle,modern,
103591,Italy,"As much as we like the retro package, this time the contents are just too one-dimensional. The heavily toasted oak over the narrow fruit from the '98 vintage reads as just that—toast, with vanilla and coconut shadings. Dry powdery tannins mark the taut finish.",,,,,toast,,,,,tannic,,dry,,over the hill (past its prime),,high tannins,,,short,oak barrel,,muted,modern,smoky
71118,Italy,"This youthful expression of Dolcetto offers a dark, concentrated style and a very noticeable mineral tone that slices through the lush blueberry and raspberry aromas. The wine is tonic and vibrant and although there isn't huge complexity here, there is a good, fresh quality of fruit.",berry,,soil,,,,,flint,,medium-bodied,,,,ready to drink,,,mineral,deep,,,,pronounced,modern,
37091,US,"It's incredibly rich and ripe in blackberries, black currants and dark chocolate, with a lovely veneer of toasted oak. The tannins are super smooth. Drink now–2020.",berry,,,,toast,,,,,full-bodied,,,,ready to drink,,smooth,,,smooth,oak barrel,warm climate,intense,modern,
48301,France,"Blueberry fruit mingles with cinnamon-tinged oak spice on the nose and palate of this offering. There's even enough depth and complexity to make it more than a simple quaff, worthy of washing down simply roasted chicken perhaps.",berry,cinnamon,,,oak,,,,,,,,,ready to drink,dinner,,,,complex,oak barrel,,pronounced,,
103769,US,"Starts out nice, with a good, fruity raspberry nose, but on the palate are tastes of tomatoes, with a dry, astringent, tannic finish.",berry,,,,,,,,,tannic,,dry,,needs aging,,high tannins,,,,,,pronounced,,
16280,US,"A lovely and complex Cabernet from this mountain in the southerly Mayacamas chain. It shows the big, firm tannins of its origins, with a dry sturdiness backing up the intense black currant flavors. Drinkable now for sheer decadence, although it also seems to have the stuffing to age for a decade.",berry,,,,,,,,,full-bodied,,dry,,long-term aging potential,,high tannins,mountain,,,,warm climate,intense,,
90124,US,"Difficult to find much to like here. Smells baked and Porty, and tastes overtly sweet in residual sugar, like cherry and raspberry jam.",berry,,,,,,,,,,,very sweet,,,dessert pairing,,,,,,,pronounced,,
4451,US,"Fermented and aged in stainless steel without going through malolactic fermentation, this steely, waxy Albarino is ready for tapas, offering big bold tastes of peach and apricot. Textured and long-lasting, its tangible acidity will make seafood, especially shellfish, sing.",peach,,,,,,,,,,high acidity,dry,,ready to drink,seafood pairing,,,,long,stainless steel,cool climate,intense,modern,
101547,Italy,"An very pretty aromatic package with melon, pineapple, apple and pear. Good, and not hugely complex, but definitely casual and approachable. Imported by Halby Marketing.",tropical fruit,,,,,,,,,,,,,ready to drink,casual,,,,,,,pronounced,,perfumed
35678,US,"Aromas of roses, lychee and pineapple, followed by appealing flavors of lemon, tropical fruit and flowers, give this wine a flirty but poised character. It's balanced and fresh, and best paired with summer salads and spicy ethnic cuisine.",tropical fruit,,,rose,,,,,,,high acidity,,,,casual,,,,,,,pronounced,,exotic
37017,US,"It's a rustic, slightly raisiny Bordeaux blend (with a little Syrah also), sourced from excellent vineyards, but a bit overripe. Soft, forward and a little leathery, it's ready to drink up.",,,leather,,,,,,,full-bodied,,,medium,ready to drink,casual,,,,,oak barrel,warm climate,pronounced,traditional,
1956,France,"Wood aging adds a smoky character and toasty flavor, while also smoothing out the tannins. From the rich 2009 vintage, this wine shows both plum fruits and firm tannins. It could still age, drink until 2018.",plum,,,,toast,,,,,tannic,,,,needs aging,,high tannins,,,,oak barrel,warm climate,pronounced,traditional,smoky
94761,France,"Made from 60-year-old vines, evidenced by its concentration and serious ageability. It is structured, firm and relatively dry at this young stage. It's a wine that needs at least 5 years. Today, if you do open a bottle, watch for the mineral, stony character that pushes the fruit and demands attention.",,,soil,,,,,flint,,tannic,,dry,,needs aging,,high tannins,mineral,,,,,pronounced,,
82293,US,"Made in the modern style, this Chardonnay is very ripe and rich in jammy pineapples, green apples and limes, enhanced with smoky, caramelized oak and a creamy, slightly sour note of lees. It's fortunately balanced with crisp acidity. Best now and through 2012 before the fruit goes south.",tropical fruit,,,,smoke,,,,caramel,full-bodied,high acidity,dry,,ready to drink,,,,,,oak barrel,warm climate,intense,modern,smoky
21041,US,"With cassis and plum aromas, this mid-weight Cabernet Sauvignon from the Foothills has a taste of licorice and vanilla, particularly on the finish, testament to its 33 months in new American oak.",plum,,,,oak,,,,,medium-bodied,,,medium,needs aging,dinner,medium tannins,,,long,oak barrel,warm climate,pronounced,modern,
84421,France,"A wine that is soft, rounded, ready to drink. It is without concentration or great acidity, but the white and light green fruits are delicious, giving an open character that is framed by toasty flavors and some spice.",,,,,toast,,,,,light-bodied,low acidity,,,ready to drink,casual,smooth,,,,oak barrel,,subtle,modern,
20499,US,"Peppery and bright in acidity, this blend of half Grenache and lesser percentages of Mourvèdre, Syrah and Counoise is a bit mixed. On the one hand it offers red raspberry and pomegranate and perfumed aromatics; on the other hand, the earthiness detracts.",berry,pepper,soil,,,,,,,,high acidity,,,,,,,,,,,pronounced,modern,perfumed
9274,US,"Just about every Dyer Cabernet requires aging. The 2009 bottling is tough with tannins, despite intense blackberry, cherry and oak flavors. The winemaker held it back from release even longer than the 2010, but it's still juvenile, with unintegrated oak, fruit and mineral notes. The window of drinkability is 2015–2025.",berry,,,,oak,,,,,tannic,,,,needs aging,,high tannins,,,,oak barrel,,intense,traditional,
35839,US,"This has a soapy mouthfeel, often an indicator for a high pH wine. The apple and pear fruit flavors are mild but thin.",apple,,,,,,,chalk,,light-bodied,low acidity,,,,,,,,,,,muted,,
25925,Spain,"The mildly floral nose leads to a lean and acidic palate, with flavors of lemon and green apple.",citrus,,,,,,,,,light-bodied,high acidity,dry,,ready to drink,seafood pairing,,,,,no oak,cool climate,subtle,,perfumed
88923,US,"Very tannic, rough.",,,leather,,,,,,,tannic,,,,needs aging,,high tannins,,,,,,pronounced,traditional,
88796,Italy,"This is a light and easy Prosecco Extra Dry with notes that recall cut grass and hay. There's not much in the way of flower or fruit aromas, although there is a hint of ripe banana and cardboard. It's tonic and lean with crisp freshness on the close.",,,,,,,,,,light-bodied,high acidity,off-dry,,ready to drink,aperitif,,,,crisp,,,muted,,
34140,US,"At the age of six-plus years, this Cab still is dominated by the 100% new French oak in which it was aged. The fruit flavor, too, is young and primary, offering sweetly ripe cherries and blackberries. Even the tannins are fresh. The suggestion is continued cellaring, and the statistics concerning alcohol, acidity and pH suggest ideal balance. Hold for at least a year and try again.",berry,,,,oak,,,,,,,,,needs aging,,high tannins,,,,oak barrel,,pronounced,modern,
1574,US,"Exotic and complex, this medium-bodied, structured wine is awash with aromas, from charcuterie and mixed nut to cedar and pencil. Anchoring it is a dusty tannic profile and a punch of oak.",,nutmeg,,,oak,hazelnut,,,,medium-bodied,,,medium,needs aging,,medium tannins,,,,oak barrel,,pronounced,modern,exotic
2280,US,"The color of oxblood, this meaty, tannic wine pours espresso, black licorice and composted earth around tart blackberry fruit. It's aromatic, spicy and nicely balanced.",berry,pepper,soil,,,,,,,full-bodied,,,,needs aging,dinner,high tannins,,garnet,,,,intense,modern,meaty
48726,US,"As sweet as Port, with chocolate and prune flavors. Feels as hot as a chile pepper, with nearly 17% alcohol.",plum,pepper,,,,,,,honey,full-bodied,,very sweet,hot (overly alcoholic),,dessert pairing,,,,,,hot climate,intense,modern,exotic
36433,US,"This is a devastatingly good Bordeaux blend from Howell Mountain. Based on Cabernet, it has all the flavor you could ask for in blackberries, cherries, cassis, chocolate, herbs, spices and sweetly smoked oak. But the structure is awesome. Near perfect tannins, soft and intricately firm, and grand acidity make for a total Cabernet experience. Tremendous now, and should age for years.",berry,,,,smoke,,,,,full-bodied,high acidity,,,needs aging,dinner,high tannins,mountain,,,oak barrel,warm climate,intense,modern,smoky
79770,US,"What a roll St. Jean has been on with Chardonnay. This wine was made from a majority of Robert Young and Belle Terre vineyard fruit, and is two-thirds new French oak. The combination is mind-blowing. The vineyards contribute concentrated spicy, tropical fruit flavors and perfect acid balance, while the oak provides elaborate seasoning. Absolutely delicious. One of the most satisfying Chards of the vintage.",tropical fruit,,,,oak,,,,,full-bodied,high acidity,,,ready to drink,,,,,,oak barrel,,intense,modern,exotic
76049,US,"This is a pure Cab Franc, stylish and varietal. The new oak was limited to just 30%, giving a kick to the natural toastiness of the grape. The fruit mixes blueberries, black cherry and a streak of cassis, then runs into luscious mocha and espresso, with highlights of black pepper and cedar. The tannins have been beautifully managed.",berry,pepper,,,toast,,,,,full-bodied,,,,needs aging,,medium tannins,,,,oak barrel,,pronounced,modern,
40586,US,"The 79% Syrah component is estate-grown; while the 21% Grenache comes from the Lonesome Springs vineyard. What a lovely nose, with the bright and grapey Grenache shining through and adding pretty floral scents, while the Syrah fills in the berries and peppery tannins. This is still quite purple and youthful, fresh and just a bit volatile.",berry,pepper,,violet,,,,,,,,,,,,medium tannins,,,,,,pronounced,,perfumed
43569,US,"This is a challenging Zin. It's fruity but it's also earthy and mushroomy, with a blast of vanilla oak. Right now it's pretty tannic, but beneath that roughness is a core of fruit. It's austere now—difficult even—but some time in the cellar could soften and open it.",,,mushroom,,vanilla,,,,,tannic,,,,needs aging,dinner,high tannins,,,complex,oak barrel,,intense,,
87288,US,"Smooth and dry, with appealing flavors of blackberries, cherries, currants and cedar, and a fine, spicy finish. Shows amazing style and elegance for the price. A real sommelier's bargain, with 2,853 cases produced.",berry,pepper,,,oak,,,,,medium-bodied,,dry,,ready to drink,,smooth,,,smooth,,,pronounced,modern,
43975,Spain,"This is a nice, traditionally styled Rioja. Delivers smooth, earthy, leathery aromas and then spicy dry fruit that's right out of Rioja 101. With good acidity, it's a very respectable table wine from a weak vintage.",,pepper,leather,,,,,,,medium-bodied,high acidity,dry,,ready to drink,dinner,smooth,,,,,,pronounced,traditional,
20154,Italy,"Bold and full bodied, this offers aromas of steeped plum, prune, clove and blue flower. The concentrated, savory palate doles out mature blackberry, raisin, clove and licorice. Big but velvety tannins and just enough freshness give this a surprisingly drinkable quality that belies its heft.",plum,clove,,,,,,,,full-bodied,,,high,ready to drink,dinner,velvety,,,,oak barrel,warm climate,intense,modern,
101572,US,"Smells very earthy and funky, with a strong hit of green pepper. More bell pepper and some cracked black pepper appear on the palate, which features some currant, licorice and lots of oak. Bright acidity helps it along, but it just can't escape its vegetal core, which holds it back.",,pepper,soil,,oak,,,,,,high acidity,,,needs aging,,,,,,oak barrel,,pronounced,natural,
56066,US,"Extraordinarily rich and ripe, showing sweet raspberry and cherry fruit flavors, enhanced with the vanilla and buttered toast of oak barrels. Brilliant acidity and wonderfully soft tannins make this Pinot instantly drinkable, yet it should age over the next 6–8 years.",berry,,,,oak,,,,,full-bodied,high acidity,,,needs aging,,smooth,,,,oak barrel,warm climate,intense,modern,
53923,US,"Chris Dowsett makes just a single Gewürztraminer each year, always from Celilo vines planted in 1982. 2010 was the coolest vintage in two decades at this high-altitude site. If you love searing acidity, married to varietal spice, rose petals, lemons, grapefruit, star fruit and gooseberries, you are in for a treat. Fermented in neutral French oak and left on the lees, this could age for decades.",citrus,,,rose,,,,,,,high acidity,,,long-term aging potential,,,mountain,,,neutral barrel,cool climate,intense,traditional,perfumed
29167,US,"This wine's judiciously restrained nose shows black fruits and dried herbs, with asphalt and focused rather than exuberant fig and plum aromas. There is lots of minty lift at the tip of the palate, which opens toward Mission figs, fudge and mocha.",plum,,,,,,mint,,,,,,,needs aging,,,,,,,,subtle,modern,
30551,US,"This Chardonnay has brisk, crisp acidity and flavors of pineapple, orange and mango. There are dominating notes of buttered toast and sweet butterscotch.",tropical fruit,,,,toast,,,,caramel,,high acidity,,,,,,,,,oak barrel,cool climate,pronounced,modern,exotic
5671,US,"This wine from one of Anderson Valley's pioneers has a lighter-than-usual color and plenty of red cherry, raspberry and turned earth aromas. It offers low-level fruit flavors and good balance of acidity versus ripeness.",berry,,soil,,,,,,,light-bodied,medium acidity,dry,,ready to drink,,,,pale,,,cool climate,subtle,modern,
28267,Italy,"This red Passito dessert wine from Tuscany offers bittersweet aromas of wild cherry, raspberry, cassis and cola. It makes a simple but clean impression in the mouth and would pair with chocolate brownies or cherry pie.",berry,,,,,,,,,,,sweet,,,dessert pairing,,,,,,,pronounced,,
86996,US,"Deeply flavored and impressive, this intensely young, Cabernet-based Bordeaux blend hails from Mount Veeder. It has all the hallmarks of a wine that needs time in the cellar. The sweetly extracted black currant and licorice fruit is massive, and so is the cedary oak, which is 80% new French, while considerable mountain tannins give a hard, astringent mouthfeel. Solidly in the modern Napa style, this opulent wine should improve over the next six years, at least.",berry,,,,oak,,,,,full-bodied,,,high,needs aging,dinner,high tannins,mountain,,,oak barrel,warm climate,intense,modern,
51635,Italy,"This wine boasts an oak-driven character, with aromas of espresso, coffee and toasted almond. The palate shows red and black fruit layered with accents of oak, chocolate and black pepper. Technically well made, it's shy on personality and length.",berry,pepper,,,oak,almond,,,,,,,,,dinner,,,,short,oak barrel,,muted,modern,
61436,US,"A little too soft in both acidity and tannins to have perfect structure, but it's fine enough, and the flavors certainly are complex and compelling. They range from blackberry tart and cherry pie through Dr. Pepper cola and anise liqueur to bacon and sandalwood. If that sounds good, it is. Ready now.",berry,pepper,,,,,,,,medium-bodied,low acidity,,,ready to drink,,low tannins,,,complex,,,pronounced,,exotic
10268,France,"This is a well-balanced wine that is both crisp and breezy and full of delicious red-berry fruits. It has a tight texture, with some minerality and a tangy aftertaste. This should make for an excellent apéritif.",berry,,,,,,,saline,,light-bodied,high acidity,,,ready to drink,aperitif,,mineral,,short,,cool climate,,,zesty
18106,Italy,"Ero is packed tight with bright berry, cassis and white almond. That all-Sicilian jamminess you sometimes find in this variety is absent here.",berry,,,,,almond,,,,,,,,,,,,,,,,pronounced,modern,
1430,US,"An evenly dispersed nose of sage bark, cherry compote and lightly toasted cedar introduces this bottling by Fred Brander, a Santa Ynez Valley winemaking pioneer now actively trying to create a new Los Olivos District appellation. The flavors are balanced between cherry fruit and oak, with smooth tannins throughout.",,,,,oak,,sage,,,medium-bodied,,,,ready to drink,,smooth,,,smooth,oak barrel,,pronounced,,
51381,US,"Heavy and sweet, this wine has melted cherry-jam and Dr. Pepper flavors and some heat from the alcohol.",berry,pepper,,,,,,,honey,full-bodied,,sweet,,ready to drink,dessert pairing,,,,,,warm climate,intense,modern,exotic
33213,Italy,"This 80-20 blend of Sangiovese and Syrah from coastal Tuscany opens with bright fruit, a somewhat lean texture and delivers lively berry notes of wild strawberry and white cherry. A good value, the wine would pair well with pizza or pasta.",berry,,,,,,,,,light-bodied,medium acidity,,,ready to drink,casual,,coastal,,,,cool climate,pronounced,modern,zesty
11965,US,"Consistent with the rather lean house style this opens with herbal aromas set against firm, varietal cassis and blue plum fruit. The grapes come from a block planted in 1985. Some barrel spice adds cinnamon to the nose, and there's a touch of Cab Franc (6%) in the blend, which stiffens up the tannins. Retasting this wine after it has spent a few extra months in bottle, it's smoothed out a bit, and the sweet black- cherry fruit has moved forward. This should age really well.",plum,cinnamon,,,oak,,sage,,,medium-bodied,,,,long-term aging potential,,high tannins,,,,oak barrel,cool climate,pronounced,traditional,
69146,US,"The 2007 vintage was a fabulous one for Williams Selyem, and the Zinfandels benefited from the cool, balanced growing season. The Papera is a big, rich, jammy wine, but also a drily elegant one. It offers waves of raspberry, Fig Newton, red currant and Canadian bacon flavors, with superfine tannins. An exuberant Zinfandel now and for the next six years.",berry,,,,,,,,,full-bodied,,dry,,ready to drink,barbecue,,,,,,cool climate,intense,modern,meaty
25969,US,"Complicated, at times confusingly dank aromas of mushrooms, hops, dill and other wet herbs emerge from this bottling. Those atypical varietal characters find their way onto the palate as well, with olive and stewed mushrooms leading the way.",,,mushroom,,,,,,,,,,,,,,,,complex,,,intense,natural,exotic
28997,France,"Still way too young, this is developing into a substantial and structured wine. Full of both fruit and tannins, it is dark and dense, very dry at this stage but with the most enticing perfumes. The Grand Cru, split between Chambolle-Musigny and Morey Saint-Denis, is known for its structure and this wine is a great example. Drink from 2020.",,,,,,,,,,full-bodied,,dry,,needs aging,,high tannins,,deep,,,,intense,,perfumed
52507,US,"This is a great Napa Valley Merlot, from a winery with a generally good track record with the variety. The grapes were grown in the Coombsville region, although they were allowed to get very ripe, resulting in fairly high alcohol and rich cherry, berry, dark chocolate and anise flavors. It's notable for grippy tannins that give it a firm, dry mouthfeel.",berry,,,,,,,,,full-bodied,,dry,,needs aging,,high tannins,,,,,warm climate,intense,modern,
19181,US,"This is a silly name, and it's not a very good wine. Acids and tannins dominate, making it astringent and bitter, and the cherry fruit is thin and rather overripe.",,,,,,,,,,tannic,high acidity,,,,,high tannins,,,,,,,,
9991,US,"Though not planted until 2001, the east-facing Lone Oak Vineyard is adjacent to the legendary vines of Garys' and Rosella's. The nose conveys lemon-lime soda and white rock minerality, and flavors combine baked apple, yeasty bread and lime. Bright acidity exhilarates the tongue, making a perfect partner for a lunch of shellfish, halibut or chicken salad.",citrus,,,,,,,chalk,,,high acidity,dry,,,seafood pairing,,coastal,,,,cool climate,pronounced,,zesty
54665,US,"A gorgeously salmon-colored rosé made predominantly from Grenache (62%) co-fermented dry with Viognier (58%) out of Yolo County. The wine has a delicately pretty nose of peach and a light-medium body despite its 14.8% alcohol, though the finish falls off fast.",peach,,,rose,,,,,,light-bodied,,dry,,ready to drink,,,,pale,short,,warm climate,subtle,modern,perfumed
24824,France,"The most impressive of the fine range of wines from this producer, the wine is structured and dense without ever losing sight of balance, fruit and acidity. That makes for a wine that has a dusty texture coupled with a dry center of fruit and wood tannins. The acidity and the juicy berry fruits give freshness. Everything is ready for long aging. Drink from 2019.",berry,,,,oak,,,,,full-bodied,high acidity,dry,,long-term aging potential,dinner,high tannins,,,long,oak barrel,,intense,traditional,
38757,US,"Searing acidity marks this wine, which tastes like it has a lot of Edna Valley fruit in the blend. It also shows bright, strong, long hangtime flavors of limes and pineapples. It's actually quite a fine Chardonnay, dry and low in alcohol. A great value at this price.",tropical fruit,,,,,,,,,light-bodied,high acidity,dry,,ready to drink,seafood pairing,,coastal,,long,,cool climate,pronounced,modern,zesty
67070,US,"This elegant effort is 46% Cab Sauvignon, 36% Merlot and 18% Cab Franc; still wrapped up tight and showing tart cassis and berry fruit. There is a lot of the classic Ciel minerality underlying the fruit, with hard tannins and lightly peppery herbal details. At just 14.1% alcohol, this is a classic example of how Washington brings bright New World fruit and terroir to a style that retains the elegance of the Old World.",berry,pepper,soil,,,,sage,,,medium-bodied,,dry,medium,needs aging,,high tannins,mineral,,,,cool climate,pronounced,traditional,
76194,Italy,"Pretty notes of Italian espresso, chocolate and spice revolve around a core of solid black fruit. This is an elegant and refined wine that boats a traditional style that is never overdone or too powerful. In fact, it showcases its delicate berry nuances very nicely in the mouth. Drink after 2014.",berry,,,,,,,,,medium-bodied,,,,needs aging,,,,,,,,subtle,traditional,
103803,US,"Strong , complex aromas, with notes of tropical fruit and coconut. In the mouth, it's oaky and spicy, with penetrating, bright, effusive flavors that you might go so far as to call racy. The alcohol content is high and it drinks a little soft, but this is a very seductive wine. A crowd-pleaser, for sure.",tropical fruit,cinnamon,,,oak,,,,,full-bodied,,,high,,,,,,,oak barrel,,intense,modern,exotic
